column_name,brand_id,brand_name,question_code,attribute_name
QI - Không Độ_Giải nhiệt cuộc sống,11,Không Độ,QI.Imagery,Giải nhiệt cuộc sống
QI - Không Độ_Tạo cảm giác sảng khoái,11,Không Độ,QI.Imagery,Tạo cảm giác sảng khoái
QI - Không Độ_Tái tạo năng lượng,11,Không Độ,QI.Imagery,Tái tạo năng lượng
QI - Không Độ_Có nhiều vị để lựa chọn,11,Không Độ,QI.Imagery,Có nhiều vị để lựa chọn
QI - Không Độ_Mang đến cảm giác tươi mát,11,Không Độ,QI.Imagery,Mang đến cảm giác tươi mát
QI - Không Độ_DK/NA,11,Không Độ,QI.Imagery,DK/NA
QI - Trà Cozy đóng chai_Những thương hiệu được ưa chuộng và phổ biến,15,Trà Cozy đóng chai,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà Cozy đóng chai_Bao bì có thiết kế thu hút,15,Trà Cozy đóng chai,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà Cozy đóng chai_Nhãn hiệu đáng tin cậy,15,Trà Cozy đóng chai,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà Cozy đóng chai_Giá cả hợp lý với chất lượng mang lại,15,Trà Cozy đóng chai,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà Cozy đóng chai_Phù hợp để thưởng thức hàng ngày,15,Trà Cozy đóng chai,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà Cozy đóng chai_Làm dịu cơn khát,15,Trà Cozy đóng chai,QI.Imagery,Làm dịu cơn khát
QI - Trà Cozy đóng chai_Vị ngon mà tôi yêu thích,15,Trà Cozy đóng chai,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà Cozy đóng chai_Thương hiệu mang tính hiện đại, trẻ trung",15,Trà Cozy đóng chai,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà Cozy đóng chai_Sản xuất từ nguyên liệu tự nhiên,15,Trà Cozy đóng chai,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà Cozy đóng chai_Mang đến sự vui tươi và lạc quan,15,Trà Cozy đóng chai,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà Cozy đóng chai_Có lợi cho sức khỏe,15,Trà Cozy đóng chai,QI.Imagery,Có lợi cho sức khỏe
QI - Trà Cozy đóng chai_Giúp giảm căng thẳng và mệt mỏi,15,Trà Cozy đóng chai,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà Cozy đóng chai_Mang lại cảm giác thư giãn,15,Trà Cozy đóng chai,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà Cozy đóng chai_Giải nhiệt cuộc sống,15,Trà Cozy đóng chai,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà Cozy đóng chai_Tạo cảm giác sảng khoái,15,Trà Cozy đóng chai,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà Cozy đóng chai_Tái tạo năng lượng,15,Trà Cozy đóng chai,QI.Imagery,Tái tạo năng lượng
QI - Trà Cozy đóng chai_Có nhiều vị để lựa chọn,15,Trà Cozy đóng chai,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà Cozy đóng chai_Mang đến cảm giác tươi mát,15,Trà Cozy đóng chai,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà Cozy đóng chai_DK/NA,15,Trà Cozy đóng chai,QI.Imagery,DK/NA
QI - Dr. Thanh_Những thương hiệu được ưa chuộng và phổ biến,19,Dr. Thanh,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Dr. Thanh_Bao bì có thiết kế thu hút,19,Dr. Thanh,QI.Imagery,Bao bì có thiết kế thu hút
QI - Dr. Thanh_Nhãn hiệu đáng tin cậy,19,Dr. Thanh,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Dr. Thanh_Giá cả hợp lý với chất lượng mang lại,19,Dr. Thanh,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Dr. Thanh_Phù hợp để thưởng thức hàng ngày,19,Dr. Thanh,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Dr. Thanh_Làm dịu cơn khát,19,Dr. Thanh,QI.Imagery,Làm dịu cơn khát
QI - Dr. Thanh_Vị ngon mà tôi yêu thích,19,Dr. Thanh,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Dr. Thanh_Thương hiệu mang tính hiện đại, trẻ trung",19,Dr. Thanh,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Dr. Thanh_Sản xuất từ nguyên liệu tự nhiên,19,Dr. Thanh,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Dr. Thanh_Mang đến sự vui tươi và lạc quan,19,Dr. Thanh,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Dr. Thanh_Có lợi cho sức khỏe,19,Dr. Thanh,QI.Imagery,Có lợi cho sức khỏe
QI - Dr. Thanh_Giúp giảm căng thẳng và mệt mỏi,19,Dr. Thanh,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Dr. Thanh_Mang lại cảm giác thư giãn,19,Dr. Thanh,QI.Imagery,Mang lại cảm giác thư giãn
QI - Dr. Thanh_Giải nhiệt cuộc sống,19,Dr. Thanh,QI.Imagery,Giải nhiệt cuộc sống
QI - Dr. Thanh_Tạo cảm giác sảng khoái,19,Dr. Thanh,QI.Imagery,Tạo cảm giác sảng khoái
QI - Dr. Thanh_Tái tạo năng lượng,19,Dr. Thanh,QI.Imagery,Tái tạo năng lượng
QI - Dr. Thanh_Có nhiều vị để lựa chọn,19,Dr. Thanh,QI.Imagery,Có nhiều vị để lựa chọn
QI - Dr. Thanh_Mang đến cảm giác tươi mát,19,Dr. Thanh,QI.Imagery,Mang đến cảm giác tươi mát
QI - Dr. Thanh_DK/NA,19,Dr. Thanh,QI.Imagery,DK/NA
QI - Trà Tea Go_Những thương hiệu được ưa chuộng và phổ biến,23,Trà Tea Go,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà Tea Go_Bao bì có thiết kế thu hút,23,Trà Tea Go,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà Tea Go_Nhãn hiệu đáng tin cậy,23,Trà Tea Go,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà Tea Go_Giá cả hợp lý với chất lượng mang lại,23,Trà Tea Go,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà Tea Go_Phù hợp để thưởng thức hàng ngày,23,Trà Tea Go,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà Tea Go_Làm dịu cơn khát,23,Trà Tea Go,QI.Imagery,Làm dịu cơn khát
QI - Trà Tea Go_Vị ngon mà tôi yêu thích,23,Trà Tea Go,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà Tea Go_Thương hiệu mang tính hiện đại, trẻ trung",23,Trà Tea Go,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà Tea Go_Sản xuất từ nguyên liệu tự nhiên,23,Trà Tea Go,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà Tea Go_Mang đến sự vui tươi và lạc quan,23,Trà Tea Go,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà Tea Go_Có lợi cho sức khỏe,23,Trà Tea Go,QI.Imagery,Có lợi cho sức khỏe
QI - Trà Tea Go_Giúp giảm căng thẳng và mệt mỏi,23,Trà Tea Go,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà Tea Go_Mang lại cảm giác thư giãn,23,Trà Tea Go,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà Tea Go_Giải nhiệt cuộc sống,23,Trà Tea Go,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà Tea Go_Tạo cảm giác sảng khoái,23,Trà Tea Go,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà Tea Go_Tái tạo năng lượng,23,Trà Tea Go,QI.Imagery,Tái tạo năng lượng
QI - Trà Tea Go_Có nhiều vị để lựa chọn,23,Trà Tea Go,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà Tea Go_Mang đến cảm giác tươi mát,23,Trà Tea Go,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà Tea Go_DK/NA,23,Trà Tea Go,QI.Imagery,DK/NA
QI - Trà sữa ít đường Vinamilk Happy Milktea_Những thương hiệu được ưa chuộng và phổ biến,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà sữa ít đường Vinamilk Happy Milktea_Bao bì có thiết kế thu hút,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà sữa ít đường Vinamilk Happy Milktea_Nhãn hiệu đáng tin cậy,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà sữa ít đường Vinamilk Happy Milktea_Giá cả hợp lý với chất lượng mang lại,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà sữa ít đường Vinamilk Happy Milktea_Phù hợp để thưởng thức hàng ngày,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà sữa ít đường Vinamilk Happy Milktea_Làm dịu cơn khát,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Làm dịu cơn khát
QI - Trà sữa ít đường Vinamilk Happy Milktea_Vị ngon mà tôi yêu thích,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà sữa ít đường Vinamilk Happy Milktea_Thương hiệu mang tính hiện đại, trẻ trung",261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà sữa ít đường Vinamilk Happy Milktea_Sản xuất từ nguyên liệu tự nhiên,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà sữa ít đường Vinamilk Happy Milktea_Mang đến sự vui tươi và lạc quan,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà sữa ít đường Vinamilk Happy Milktea_Có lợi cho sức khỏe,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Có lợi cho sức khỏe
QI - Trà sữa ít đường Vinamilk Happy Milktea_Giúp giảm căng thẳng và mệt mỏi,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà sữa ít đường Vinamilk Happy Milktea_Mang lại cảm giác thư giãn,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà sữa ít đường Vinamilk Happy Milktea_Giải nhiệt cuộc sống,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà sữa ít đường Vinamilk Happy Milktea_Tạo cảm giác sảng khoái,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà sữa ít đường Vinamilk Happy Milktea_Tái tạo năng lượng,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Tái tạo năng lượng
QI - Trà sữa ít đường Vinamilk Happy Milktea_Có nhiều vị để lựa chọn,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà sữa ít đường Vinamilk Happy Milktea_Mang đến cảm giác tươi mát,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà sữa ít đường Vinamilk Happy Milktea_DK/NA,261,Trà sữa ít đường Vinamilk Happy Milktea,QI.Imagery,DK/NA
QI - Trà lá vối Seventy_Những thương hiệu được ưa chuộng và phổ biến,271,Trà lá vối Seventy,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà lá vối Seventy_Bao bì có thiết kế thu hút,271,Trà lá vối Seventy,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà lá vối Seventy_Nhãn hiệu đáng tin cậy,271,Trà lá vối Seventy,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà lá vối Seventy_Giá cả hợp lý với chất lượng mang lại,271,Trà lá vối Seventy,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà lá vối Seventy_Phù hợp để thưởng thức hàng ngày,271,Trà lá vối Seventy,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà lá vối Seventy_Làm dịu cơn khát,271,Trà lá vối Seventy,QI.Imagery,Làm dịu cơn khát
QI - Trà lá vối Seventy_Vị ngon mà tôi yêu thích,271,Trà lá vối Seventy,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà lá vối Seventy_Thương hiệu mang tính hiện đại, trẻ trung",271,Trà lá vối Seventy,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà lá vối Seventy_Sản xuất từ nguyên liệu tự nhiên,271,Trà lá vối Seventy,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà lá vối Seventy_Mang đến sự vui tươi và lạc quan,271,Trà lá vối Seventy,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà lá vối Seventy_Có lợi cho sức khỏe,271,Trà lá vối Seventy,QI.Imagery,Có lợi cho sức khỏe
QI - Trà lá vối Seventy_Giúp giảm căng thẳng và mệt mỏi,271,Trà lá vối Seventy,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà lá vối Seventy_Mang lại cảm giác thư giãn,271,Trà lá vối Seventy,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà lá vối Seventy_Giải nhiệt cuộc sống,271,Trà lá vối Seventy,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà lá vối Seventy_Tạo cảm giác sảng khoái,271,Trà lá vối Seventy,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà lá vối Seventy_Tái tạo năng lượng,271,Trà lá vối Seventy,QI.Imagery,Tái tạo năng lượng
QI - Trà lá vối Seventy_Có nhiều vị để lựa chọn,271,Trà lá vối Seventy,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà lá vối Seventy_Mang đến cảm giác tươi mát,271,Trà lá vối Seventy,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà lá vối Seventy_DK/NA,271,Trà lá vối Seventy,QI.Imagery,DK/NA
QI - Trà thảo mộc VietFuji_Những thương hiệu được ưa chuộng và phổ biến,2000,Trà thảo mộc VietFuji,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà thảo mộc VietFuji_Bao bì có thiết kế thu hút,2000,Trà thảo mộc VietFuji,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà thảo mộc VietFuji_Nhãn hiệu đáng tin cậy,2000,Trà thảo mộc VietFuji,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà thảo mộc VietFuji_Giá cả hợp lý với chất lượng mang lại,2000,Trà thảo mộc VietFuji,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà thảo mộc VietFuji_Phù hợp để thưởng thức hàng ngày,2000,Trà thảo mộc VietFuji,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà thảo mộc VietFuji_Làm dịu cơn khát,2000,Trà thảo mộc VietFuji,QI.Imagery,Làm dịu cơn khát
QI - Trà thảo mộc VietFuji_Vị ngon mà tôi yêu thích,2000,Trà thảo mộc VietFuji,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà thảo mộc VietFuji_Thương hiệu mang tính hiện đại, trẻ trung",2000,Trà thảo mộc VietFuji,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà thảo mộc VietFuji_Sản xuất từ nguyên liệu tự nhiên,2000,Trà thảo mộc VietFuji,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà thảo mộc VietFuji_Mang đến sự vui tươi và lạc quan,2000,Trà thảo mộc VietFuji,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà thảo mộc VietFuji_Có lợi cho sức khỏe,2000,Trà thảo mộc VietFuji,QI.Imagery,Có lợi cho sức khỏe
QI - Trà thảo mộc VietFuji_Giúp giảm căng thẳng và mệt mỏi,2000,Trà thảo mộc VietFuji,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà thảo mộc VietFuji_Mang lại cảm giác thư giãn,2000,Trà thảo mộc VietFuji,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà thảo mộc VietFuji_Giải nhiệt cuộc sống,2000,Trà thảo mộc VietFuji,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà thảo mộc VietFuji_Tạo cảm giác sảng khoái,2000,Trà thảo mộc VietFuji,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà thảo mộc VietFuji_Tái tạo năng lượng,2000,Trà thảo mộc VietFuji,QI.Imagery,Tái tạo năng lượng
QI - Trà thảo mộc VietFuji_Có nhiều vị để lựa chọn,2000,Trà thảo mộc VietFuji,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà thảo mộc VietFuji_Mang đến cảm giác tươi mát,2000,Trà thảo mộc VietFuji,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà thảo mộc VietFuji_DK/NA,2000,Trà thảo mộc VietFuji,QI.Imagery,DK/NA
QI - Trà sữa không độ/ Trà sữa Macchiato_Những thương hiệu được ưa chuộng và phổ biến,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà sữa không độ/ Trà sữa Macchiato_Bao bì có thiết kế thu hút,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà sữa không độ/ Trà sữa Macchiato_Nhãn hiệu đáng tin cậy,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà sữa không độ/ Trà sữa Macchiato_Giá cả hợp lý với chất lượng mang lại,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà sữa không độ/ Trà sữa Macchiato_Phù hợp để thưởng thức hàng ngày,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà sữa không độ/ Trà sữa Macchiato_Làm dịu cơn khát,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Làm dịu cơn khát
QI - Trà sữa không độ/ Trà sữa Macchiato_Vị ngon mà tôi yêu thích,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà sữa không độ/ Trà sữa Macchiato_Thương hiệu mang tính hiện đại, trẻ trung",3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà sữa không độ/ Trà sữa Macchiato_Sản xuất từ nguyên liệu tự nhiên,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà sữa không độ/ Trà sữa Macchiato_Mang đến sự vui tươi và lạc quan,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà sữa không độ/ Trà sữa Macchiato_Có lợi cho sức khỏe,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Có lợi cho sức khỏe
QI - Trà sữa không độ/ Trà sữa Macchiato_Giúp giảm căng thẳng và mệt mỏi,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà sữa không độ/ Trà sữa Macchiato_Mang lại cảm giác thư giãn,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà sữa không độ/ Trà sữa Macchiato_Giải nhiệt cuộc sống,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà sữa không độ/ Trà sữa Macchiato_Tạo cảm giác sảng khoái,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà sữa không độ/ Trà sữa Macchiato_Tái tạo năng lượng,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Tái tạo năng lượng
QI - Trà sữa không độ/ Trà sữa Macchiato_Có nhiều vị để lựa chọn,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà sữa không độ/ Trà sữa Macchiato_Mang đến cảm giác tươi mát,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà sữa không độ/ Trà sữa Macchiato_DK/NA,3001,Trà sữa không độ/ Trà sữa Macchiato,QI.Imagery,DK/NA
QI - Trà TH True Tea_Những thương hiệu được ưa chuộng và phổ biến,5000,Trà TH True Tea,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà TH True Tea_Bao bì có thiết kế thu hút,5000,Trà TH True Tea,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà TH True Tea_Nhãn hiệu đáng tin cậy,5000,Trà TH True Tea,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà TH True Tea_Giá cả hợp lý với chất lượng mang lại,5000,Trà TH True Tea,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà TH True Tea_Phù hợp để thưởng thức hàng ngày,5000,Trà TH True Tea,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà TH True Tea_Làm dịu cơn khát,5000,Trà TH True Tea,QI.Imagery,Làm dịu cơn khát
QI - Trà TH True Tea_Vị ngon mà tôi yêu thích,5000,Trà TH True Tea,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà TH True Tea_Thương hiệu mang tính hiện đại, trẻ trung",5000,Trà TH True Tea,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà TH True Tea_Sản xuất từ nguyên liệu tự nhiên,5000,Trà TH True Tea,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà TH True Tea_Mang đến sự vui tươi và lạc quan,5000,Trà TH True Tea,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà TH True Tea_Có lợi cho sức khỏe,5000,Trà TH True Tea,QI.Imagery,Có lợi cho sức khỏe
QI - Trà TH True Tea_Giúp giảm căng thẳng và mệt mỏi,5000,Trà TH True Tea,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà TH True Tea_Mang lại cảm giác thư giãn,5000,Trà TH True Tea,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà TH True Tea_Giải nhiệt cuộc sống,5000,Trà TH True Tea,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà TH True Tea_Tạo cảm giác sảng khoái,5000,Trà TH True Tea,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà TH True Tea_Tái tạo năng lượng,5000,Trà TH True Tea,QI.Imagery,Tái tạo năng lượng
QI - Trà TH True Tea_Có nhiều vị để lựa chọn,5000,Trà TH True Tea,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà TH True Tea_Mang đến cảm giác tươi mát,5000,Trà TH True Tea,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà TH True Tea_DK/NA,5000,Trà TH True Tea,QI.Imagery,DK/NA
QI - Trà mật ong Boncha_Những thương hiệu được ưa chuộng và phổ biến,6001,Trà mật ong Boncha,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà mật ong Boncha_Bao bì có thiết kế thu hút,6001,Trà mật ong Boncha,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà mật ong Boncha_Nhãn hiệu đáng tin cậy,6001,Trà mật ong Boncha,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà mật ong Boncha_Giá cả hợp lý với chất lượng mang lại,6001,Trà mật ong Boncha,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà mật ong Boncha_Phù hợp để thưởng thức hàng ngày,6001,Trà mật ong Boncha,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà mật ong Boncha_Làm dịu cơn khát,6001,Trà mật ong Boncha,QI.Imagery,Làm dịu cơn khát
QI - Trà mật ong Boncha_Vị ngon mà tôi yêu thích,6001,Trà mật ong Boncha,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà mật ong Boncha_Thương hiệu mang tính hiện đại, trẻ trung",6001,Trà mật ong Boncha,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà mật ong Boncha_Sản xuất từ nguyên liệu tự nhiên,6001,Trà mật ong Boncha,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
QI - Trà mật ong Boncha_Mang đến sự vui tươi và lạc quan,6001,Trà mật ong Boncha,QI.Imagery,Mang đến sự vui tươi và lạc quan
QI - Trà mật ong Boncha_Có lợi cho sức khỏe,6001,Trà mật ong Boncha,QI.Imagery,Có lợi cho sức khỏe
QI - Trà mật ong Boncha_Giúp giảm căng thẳng và mệt mỏi,6001,Trà mật ong Boncha,QI.Imagery,Giúp giảm căng thẳng và mệt mỏi
QI - Trà mật ong Boncha_Mang lại cảm giác thư giãn,6001,Trà mật ong Boncha,QI.Imagery,Mang lại cảm giác thư giãn
QI - Trà mật ong Boncha_Giải nhiệt cuộc sống,6001,Trà mật ong Boncha,QI.Imagery,Giải nhiệt cuộc sống
QI - Trà mật ong Boncha_Tạo cảm giác sảng khoái,6001,Trà mật ong Boncha,QI.Imagery,Tạo cảm giác sảng khoái
QI - Trà mật ong Boncha_Tái tạo năng lượng,6001,Trà mật ong Boncha,QI.Imagery,Tái tạo năng lượng
QI - Trà mật ong Boncha_Có nhiều vị để lựa chọn,6001,Trà mật ong Boncha,QI.Imagery,Có nhiều vị để lựa chọn
QI - Trà mật ong Boncha_Mang đến cảm giác tươi mát,6001,Trà mật ong Boncha,QI.Imagery,Mang đến cảm giác tươi mát
QI - Trà mật ong Boncha_DK/NA,6001,Trà mật ong Boncha,QI.Imagery,DK/NA
QI - Trà Jokky_Những thương hiệu được ưa chuộng và phổ biến,7000,Trà Jokky,QI.Imagery,Những thương hiệu được ưa chuộng và phổ biến
QI - Trà Jokky_Bao bì có thiết kế thu hút,7000,Trà Jokky,QI.Imagery,Bao bì có thiết kế thu hút
QI - Trà Jokky_Nhãn hiệu đáng tin cậy,7000,Trà Jokky,QI.Imagery,Nhãn hiệu đáng tin cậy
QI - Trà Jokky_Giá cả hợp lý với chất lượng mang lại,7000,Trà Jokky,QI.Imagery,Giá cả hợp lý với chất lượng mang lại
QI - Trà Jokky_Phù hợp để thưởng thức hàng ngày,7000,Trà Jokky,QI.Imagery,Phù hợp để thưởng thức hàng ngày
QI - Trà Jokky_Làm dịu cơn khát,7000,Trà Jokky,QI.Imagery,Làm dịu cơn khát
QI - Trà Jokky_Vị ngon mà tôi yêu thích,7000,Trà Jokky,QI.Imagery,Vị ngon mà tôi yêu thích
"QI - Trà Jokky_Thương hiệu mang tính hiện đại, trẻ trung",7000,Trà Jokky,QI.Imagery,"Thương hiệu mang tính hiện đại, trẻ trung"
QI - Trà Jokky_Sản xuất từ nguyên liệu tự nhiên,7000,Trà Jokky,QI.Imagery,Sản xuất từ nguyên liệu tự nhiên
